5.602836608886718750e-05,2.914001941680908203e-01,1.245930194854736328e-01,1.608951091766357422e-01,1.701741218566894531e-01,6.291341781616210938e-01,5.995750427246093750e-01,5.522420406341552734e-01,6.246919631958007812e-01,7.809889316558837891e-01,9.284610748291015625e-01,1.245568990707397461e+00,2.350644111633300781e+00,2.710957050323486328e+00,1.280784845352172852e+00,1.722999095916748047e+00,1.366164207458496094e+00,7.844369411468505859e-01,1.098529100418090820e+00,6.186830997467041016e-01,4.509570598602294922e-01,5.688118934631347656e-01,6.487891674041748047e-01,1.272618055343627930e+00,7.287800312042236328e-01,8.750300407409667969e-01,9.768137931823730469e-01,9.206459522247314453e-01,6.856200695037841797e-01,9.095888137817382812e-01,7.634232044219970703e-01,9.481580257415771484e-01,8.569378852844238281e-01,8.786058425903320312e-01,8.273229598999023438e-01,9.213440418243408203e-01,8.577330112457275391e-01,1.256956815719604492e+00,1.022953033447265625e+00,1.100985050201416016e+00,9.652600288391113281e-01,8.852300643920898438e-01,1.156764030456542969e+00,1.279288053512573242e+00,1.147462129592895508e+00,1.313894987106323242e+00,7.857329845428466797e-01,1.132174968719482422e+00,1.226657152175903320e+00,9.960401058197021484e-01,9.219529628753662109e-01,1.093921899795532227e+00,9.206869602203369141e-01,9.566941261291503906e-01,9.154040813446044922e-01,9.587669372558593750e-01,1.005305051803588867e+00,1.036713123321533203e+00,9.528789520263671875e-01,8.960819244384765625e-01,1.064709901809692383e+00,1.053799152374267578e+00,1.202584028244018555e+00,9.655740261077880859e-01,1.076246023178100586e+00,1.059634923934936523e+00,1.017469882965087891e+00,1.101622104644775391e+00,1.498321056365966797e+00,1.139807939529418945e+00
2.408027648925781250e-05,2.648780345916748047e-01,1.237781047821044922e-01,5.402100086212158203e-01,9.252769947052001953e-01,7.436139583587646484e-01,6.535561084747314453e-01,8.358261585235595703e-01,6.687948703765869141e-01,8.048768043518066406e-01,9.461460113525390625e-01,5.761198997497558594e-01,7.701640129089355469e-01,7.251019477844238281e-01,9.476668834686279297e-01,7.831380367279052734e-01,9.575757980346679688e-01,7.818188667297363281e-01,7.986619472503662109e-01,7.668678760528564453e-01,8.700120449066162109e-01,9.891619682312011719e-01,1.034253120422363281e+00,1.246364831924438477e+00,1.040187835693359375e+00,9.187009334564208984e-01,8.440251350402832031e-01,8.896248340606689453e-01,8.095991611480712891e-01,1.041810989379882812e+00,7.477440834045410156e-01,1.036026954650878906e+00,8.604488372802734375e-01,1.016917943954467773e+00,8.766319751739501953e-01,1.153688907623291016e+00,1.261090040206909180e+00,1.325553894042968750e+00,1.343888998031616211e+00,1.334241867065429688e+00,1.450464010238647461e+00,1.352159023284912109e+00,1.271672010421752930e+00,1.076177835464477539e+00,1.054976940155029297e+00,1.138321161270141602e+00,1.395175933837890625e+00,1.477087020874023438e+00,1.397390127182006836e+00,1.281382799148559570e+00,1.285090208053588867e+00,1.259583950042724609e+00,1.517229080200195312e+00,1.303106069564819336e+00,1.636817932128906250e+00,1.220743179321289062e+00,1.407422065734863281e+00,1.179717063903808594e+00,1.083068132400512695e+00,1.459223985671997070e+00,1.107455015182495117e+00,1.556365966796875000e+00,1.446415901184082031e+00,1.275968074798583984e+00,1.416296005249023438e+00,1.340035915374755859e+00,1.766885995864868164e+00,1.360218048095703125e+00,1.826742887496948242e+00,2.100217103958129883e+00
3.290176391601562500e-05,2.891161441802978516e-01,3.876791000366210938e-01,5.671970844268798828e-01,8.672740459442138672e-01,7.236900329589843750e-01,6.204600334167480469e-01,1.112781047821044922e+00,7.988209724426269531e-01,8.680191040039062500e-01,1.154457092285156250e+00,1.062117099761962891e+00,1.103106975555419922e+00,1.149070978164672852e+00,8.407218456268310547e-01,5.553958415985107422e-01,5.371150970458984375e-01,6.831421852111816406e-01,6.530590057373046875e-01,9.321939945220947266e-01,6.539969444274902344e-01,7.909760475158691406e-01,6.497910022735595703e-01,6.218240261077880859e-01,8.516309261322021484e-01,1.035917997360229492e+00,1.337483167648315430e+00,9.924020767211914062e-01,8.873898983001708984e-01,7.800848484039306641e-01,9.760129451751708984e-01,9.006769657135009766e-01,8.057851791381835938e-01,1.257009983062744141e+00,1.497242927551269531e+00,1.059064865112304688e+00,1.429100990295410156e+00,1.409277915954589844e+00,1.359035015106201172e+00,1.893390893936157227e+00,1.424858093261718750e+00,1.276039123535156250e+00,1.059095144271850586e+00,1.381520986557006836e+00,1.459584951400756836e+00,1.223071098327636719e+00,1.641749858856201172e+00,1.124647140502929688e+00,1.237452983856201172e+00,1.073266983032226562e+00,1.354426145553588867e+00,1.560667991638183594e+00,1.442850112915039062e+00,1.500942945480346680e+00,1.733548879623413086e+00,1.892462968826293945e+00,1.336073875427246094e+00,1.163214921951293945e+00,9.550590515136718750e-01,1.430068969726562500e+00,1.486694097518920898e+00,1.479439020156860352e+00,1.407500028610229492e+00,1.517860174179077148e+00,1.561094999313354492e+00,1.506943941116333008e+00,1.606956005096435547e+00,1.545878171920776367e+00,1.957327842712402344e+00,1.643037796020507812e+00
2.312660217285156250e-05,2.647049427032470703e-01,1.270940303802490234e-01,1.403160095214843750e-01,1.805760860443115234e-01,8.314580917358398438e-01,6.863639354705810547e-01,9.553618431091308594e-01,6.641740798950195312e-01,1.015807151794433594e+00,1.434832811355590820e+00,1.012073993682861328e+00,9.963519573211669922e-01,9.295189380645751953e-01,2.158173084259033203e+00,1.315042018890380859e+00,7.853479385375976562e-01,6.307802200317382812e-01,8.096790313720703125e-01,6.941900253295898438e-01,6.332628726959228516e-01,7.043290138244628906e-01,7.143580913543701172e-01,7.090730667114257812e-01,9.105989933013916016e-01,7.969439029693603516e-01,6.979870796203613281e-01,6.899058818817138672e-01,8.169839382171630859e-01,7.312121391296386719e-01,9.330680370330810547e-01,1.097995996475219727e+00,1.005645036697387695e+00,7.569999694824218750e-01,9.024710655212402344e-01,1.412335872650146484e+00,8.653490543365478516e-01,1.418045043945312500e+00,1.018459081649780273e+00,8.574390411376953125e-01,9.320559501647949219e-01,1.076005935668945312e+00,8.245389461517333984e-01,8.684320449829101562e-01,1.128964900970458984e+00,8.384737968444824219e-01,9.283380508422851562e-01,8.497500419616699219e-01,1.047164201736450195e+00,1.259389877319335938e+00,9.796581268310546875e-01,1.065344095230102539e+00,1.097971916198730469e+00,1.031584024429321289e+00,1.140339136123657227e+00,1.082618951797485352e+00,1.035509109497070312e+00,9.932680130004882812e-01,8.578708171844482422e-01,9.313998222351074219e-01,9.716830253601074219e-01,1.130264043807983398e+00,1.140275955200195312e+00,1.290943145751953125e+00,1.180246829986572266e+00,1.037142992019653320e+00,8.929560184478759766e-01,8.454039096832275391e-01,9.862210750579833984e-01,9.463829994201660156e-01
2.408027648925781250e-05,2.206511497497558594e-01,1.879019737243652344e-01,1.977980136871337891e-01,1.813979148864746094e-01,1.780879497528076172e-01,7.435789108276367188e-01,6.704878807067871094e-01,1.022841930389404297e+00,6.719851493835449219e-01,1.180820941925048828e+00,9.469680786132812500e-01,9.162302017211914062e-01,8.008170127868652344e-01,7.923572063446044922e-01,7.047579288482666016e-01,8.314480781555175781e-01,9.266660213470458984e-01,1.055874109268188477e+00,8.803269863128662109e-01,8.929388523101806641e-01,9.411890506744384766e-01,8.883500099182128906e-01,7.399840354919433594e-01,6.537940502166748047e-01,9.014961719512939453e-01,6.840989589691162109e-01,6.038758754730224609e-01,9.768390655517578125e-01,1.044095039367675781e+00,8.649778366088867188e-01,1.082299947738647461e+00,9.366769790649414062e-01,1.348166942596435547e+00,8.046271800994873047e-01,1.005968093872070312e+00,1.050075054168701172e+00,1.040330886840820312e+00,9.569070339202880859e-01,1.111536979675292969e+00,1.267492055892944336e+00,1.043051004409790039e+00,1.026136875152587891e+00,1.016247987747192383e+00,8.809981346130371094e-01,1.004778146743774414e+00,7.657711505889892578e-01,9.834489822387695312e-01,1.128499984741210938e+00,1.003638029098510742e+00,1.155291080474853516e+00,8.212552070617675781e-01,1.147853851318359375e+00,1.332450866699218750e+00,1.354398012161254883e+00,1.518251895904541016e+00,1.541810035705566406e+00,1.706489086151123047e+00,1.917945146560668945e+00,1.217128038406372070e+00,1.609402894973754883e+00,1.761263132095336914e+00,1.457357883453369141e+00,1.594423055648803711e+00,1.289258003234863281e+00,1.759171009063720703e+00,1.529513835906982422e+00,1.522533893585205078e+00,1.628049135208129883e+00,2.080131053924560547e+00
2.384185791015625000e-05,2.597658634185791016e-01,1.297209262847900391e-01,1.926529407501220703e-01,5.858309268951416016e-01,9.800360202789306641e-01,7.268090248107910156e-01,1.021758079528808594e+00,7.040491104125976562e-01,8.020880222320556641e-01,8.626859188079833984e-01,9.823110103607177734e-01,1.453121900558471680e+00,1.354681968688964844e+00,1.165468931198120117e+00,9.993660449981689453e-01,1.159909009933471680e+00,1.183933019638061523e+00,7.516059875488281250e-01,1.087258100509643555e+00,7.791559696197509766e-01,1.132578134536743164e+00,5.215911865234375000e-01,7.842030525207519531e-01,9.824900627136230469e-01,1.126091957092285156e+00,1.204923152923583984e+00,1.287058115005493164e+00,1.243961095809936523e+00,1.191758155822753906e+00,1.142418861389160156e+00,1.228064060211181641e+00,1.127040147781372070e+00,1.083206176757812500e+00,1.196501970291137695e+00,1.140711069107055664e+00,1.081152915954589844e+00,1.034477949142456055e+00,9.540181159973144531e-01,1.039818048477172852e+00,8.961839675903320312e-01,9.726831912994384766e-01,8.949389457702636719e-01,1.061331033706665039e+00,8.538570404052734375e-01,1.251953125000000000e+00,1.029443979263305664e+00,1.029402971267700195e+00,8.393969535827636719e-01,1.096093177795410156e+00,1.248070955276489258e+00,1.073946952819824219e+00,9.373590946197509766e-01,1.199447154998779297e+00,1.391736030578613281e+00,1.326913833618164062e+00,1.002516031265258789e+00,1.003552198410034180e+00,1.141093015670776367e+00,1.566044092178344727e+00,1.219055891036987305e+00,1.626348018646240234e+00,1.035032987594604492e+00,1.624364137649536133e+00,1.269252061843872070e+00,1.541413068771362305e+00,1.338619947433471680e+00,1.301497936248779297e+00,1.342788219451904297e+00,1.311392068862915039e+00
2.288818359375000000e-05,2.645621299743652344e-01,1.303720474243164062e-01,6.113040447235107422e-01,2.284429073333740234e-01,1.597239971160888672e-01,1.763069629669189453e-01,1.975359916687011719e-01,1.665029525756835938e-01,1.929738521575927734e-01,3.131859302520751953e-01,2.964010238647460938e-01,3.372490406036376953e-01,3.082981109619140625e-01,3.217489719390869141e-01,3.402800559997558594e-01,3.288979530334472656e-01,2.992839813232421875e-01,8.892211914062500000e-01,1.089482069015502930e+00,1.400962114334106445e+00,1.136029958724975586e+00,1.256154060363769531e+00,1.178081035614013672e+00,1.397825002670288086e+00,1.162430047988891602e+00,1.167093992233276367e+00,1.262833118438720703e+00,9.441950321197509766e-01,1.205745935440063477e+00,1.278182983398437500e+00,1.448517084121704102e+00,1.299533128738403320e+00,1.335920095443725586e+00,1.521892786026000977e+00,1.200999975204467773e+00,1.044128179550170898e+00,1.146745920181274414e+00,1.212728977203369141e+00,1.134661912918090820e+00,1.072185039520263672e+00,6.798598766326904297e-01,9.665858745574951172e-01,1.002079010009765625e+00,9.040408134460449219e-01,1.514626026153564453e+00,1.166604042053222656e+00,1.255595207214355469e+00,1.233024120330810547e+00,1.401422977447509766e+00,1.261384010314941406e+00,1.282564878463745117e+00,1.135025024414062500e+00,1.342101097106933594e+00,1.402597904205322266e+00,1.192558050155639648e+00,1.119647979736328125e+00,1.079001903533935547e+00,9.757051467895507812e-01,1.326779127120971680e+00,1.256677865982055664e+00,1.381891012191772461e+00,1.461421966552734375e+00,1.317612886428833008e+00,1.134954214096069336e+00,1.027083158493041992e+00,1.165819168090820312e+00,1.211485862731933594e+00,1.289279937744140625e+00,1.470130920410156250e+00
2.408027648925781250e-05,2.802619934082031250e-01,1.283578872680664062e-01,3.930289745330810547e-01,6.127970218658447266e-01,5.895068645477294922e-01,6.462180614471435547e-01,6.243288516998291016e-01,6.856360435485839844e-01,1.109497070312500000e+00,8.033330440521240234e-01,8.482298851013183594e-01,8.874490261077880859e-01,8.020200729370117188e-01,1.038638114929199219e+00,5.952029228210449219e-01,7.511291503906250000e-01,7.332830429077148438e-01,8.547120094299316406e-01,1.448914051055908203e+00,1.370937108993530273e+00,1.575586080551147461e+00,1.606796026229858398e+00,7.974190711975097656e-01,1.443654060363769531e+00,9.844520092010498047e-01,1.230953931808471680e+00,1.322189092636108398e+00,1.522428989410400391e+00,1.602694034576416016e+00,1.332224130630493164e+00,1.429352998733520508e+00,1.371382951736450195e+00,1.986923933029174805e+00,1.527745008468627930e+00,1.292558908462524414e+00,1.471865892410278320e+00,1.573691129684448242e+00,1.609224081039428711e+00,1.600583076477050781e+00,1.818669080734252930e+00,1.946316003799438477e+00,1.913268804550170898e+00,1.643438816070556641e+00,1.536184072494506836e+00,1.465588092803955078e+00,1.820490121841430664e+00,1.979758024215698242e+00,1.372493028640747070e+00,1.239616155624389648e+00,1.802462100982666016e+00,1.666887998580932617e+00,1.606535196304321289e+00,1.539762020111083984e+00,1.271919012069702148e+00,1.645407915115356445e+00,1.882859945297241211e+00,1.525119066238403320e+00,1.407727003097534180e+00,1.022424936294555664e+00,1.450183153152465820e+00,1.720554828643798828e+00,1.217347860336303711e+00,1.525003910064697266e+00,1.671575069427490234e+00,1.650005102157592773e+00,1.769469976425170898e+00,2.031061887741088867e+00,1.810584068298339844e+00,2.075988054275512695e+00
2.312660217285156250e-05,2.831079959869384766e-01,1.274869441986083984e-01,4.556210041046142578e-01,6.138539314270019531e-01,8.768291473388671875e-01,9.971621036529541016e-01,7.532191276550292969e-01,7.572269439697265625e-01,8.018770217895507812e-01,1.088320016860961914e+00,7.510159015655517578e-01,8.490819931030273438e-01,9.745330810546875000e-01,1.167870044708251953e+00,8.635959625244140625e-01,8.370149135589599609e-01,1.170541048049926758e+00,8.550338745117187500e-01,7.844369411468505859e-01,7.670788764953613281e-01,8.335659503936767578e-01,7.187230587005615234e-01,7.336168289184570312e-01,7.826371192932128906e-01,1.149452924728393555e+00,9.270851612091064453e-01,7.026660442352294922e-01,8.842289447784423828e-01,9.898622035980224609e-01,1.032113790512084961e+00,1.136542081832885742e+00,9.618589878082275391e-01,9.760589599609375000e-01,1.135118961334228516e+00,8.300371170043945312e-01,1.044458866119384766e+00,1.401431083679199219e+00,1.342920064926147461e+00,1.438815832138061523e+00,1.259362936019897461e+00,9.399220943450927734e-01,1.123841047286987305e+00,1.020020961761474609e+00,1.133536100387573242e+00,1.228547096252441406e+00,1.091558933258056641e+00,1.282533168792724609e+00,1.362694978713989258e+00,1.456820964813232422e+00,1.281383037567138672e+00,1.487534046173095703e+00,1.346439123153686523e+00,1.257226943969726562e+00,1.471426010131835938e+00,1.326754093170166016e+00,1.220736026763916016e+00,1.387274980545043945e+00,1.264899015426635742e+00,1.222343921661376953e+00,1.088913917541503906e+00,1.302828073501586914e+00,1.015328168869018555e+00,9.741649627685546875e-01,1.034820079803466797e+00,1.090742826461791992e+00,9.295649528503417969e-01,8.239588737487792969e-01,8.763470649719238281e-01,9.905710220336914062e-01
2.312660217285156250e-05,2.808508872985839844e-01,1.304171085357666016e-01,6.377761363983154297e-01,4.984121322631835938e-01,6.719141006469726562e-01,8.152520656585693359e-01,6.214458942413330078e-01,6.766030788421630859e-01,9.393739700317382812e-01,1.033651828765869141e+00,1.418431997299194336e+00,1.047391176223754883e+00,8.228108882904052734e-01,7.718060016632080078e-01,9.019129276275634766e-01,8.691258430480957031e-01,8.798980712890625000e-01,1.007711172103881836e+00,1.295956850051879883e+00,8.900079727172851562e-01,1.025269031524658203e+00,1.111388206481933594e+00,1.137163162231445312e+00,7.462298870086669922e-01,7.160358428955078125e-01,6.552519798278808594e-01,1.048931837081909180e+00,1.659181118011474609e+00,1.366778850555419922e+00,1.624516963958740234e+00,1.375397920608520508e+00,1.706326961517333984e+00,1.275640964508056641e+00,1.630692005157470703e+00,1.016719818115234375e+00,1.106243133544921875e+00,1.071619033813476562e+00,1.043062925338745117e+00,1.247930049896240234e+00,1.011657953262329102e+00,1.166503906250000000e+00,1.118691921234130859e+00,1.504199028015136719e+00,1.182615995407104492e+00,1.397474050521850586e+00,1.261620044708251953e+00,1.459350109100341797e+00,1.525952100753784180e+00,1.248574018478393555e+00,1.088276863098144531e+00,1.586128950119018555e+00,1.761324882507324219e+00,1.376390933990478516e+00,1.243391990661621094e+00,1.244874000549316406e+00,1.163567066192626953e+00,1.124876976013183594e+00,1.459830999374389648e+00,2.058020114898681641e+00,1.765832901000976562e+00,1.410476207733154297e+00,1.801816940307617188e+00,1.526514053344726562e+00,1.707113981246948242e+00,1.273362159729003906e+00,1.914140224456787109e+00,1.531606197357177734e+00,1.795145034790039062e+00,1.891693115234375000e+00
